#
# conName	fromPadded	toPadded	fromUnPadded	toUnPadded	len	type	SNPqual	qualA	qualC	qualG	qualT	qual*	comment
#
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	0	4	0	4	5	MIRA							Assembled with MIRA
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	1674	1674	1673	1673	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	1715	1715	1714	1714	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	1718	1718	1717	1717	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	1762	1762	1761	1761	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	1802	1802	1801	1801	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	1809	1809	1808	1808	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	1811	1811	1810	1810	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	1821	1821	1820	1820	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	1831	1831	1830	1830	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	1853	1853	1852	1852	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	1952	1952	1951	1951	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	1961	1961	1960	1960	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	1964	1964	1963	1963	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	2010	2010	2009	2009	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	2012	2012	2011	2011	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	2031	2031	2030	2030	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	2037	2037	2036	2036	1	IUPc							Strain 'teu1': K
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	2037	2037	2036	2036	1	STMS							Solved vote:  / txt (4) G 30  is in  
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	2037	2037	2036	2036	1	UNSc							high
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	2048	2048	2047	2047	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	2059	2059	2058	2058	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	2113	2113	2112	2112	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	2116	2116	2115	2115	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	2117	2117	2116	2116	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	2118	2118	2117	2117	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	2121	2121	2120	2120	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	2123	2123	2122	2122	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	2126	2126	2125	2125	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	2240	2240	2239	2239	1	SRMc	88	88	90	0	0	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	2378	2378	2377	2377	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	2405	2405	2404	2404	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	2513	2513	2512	2512	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	2636	2636	2635	2635	1	SRMc	88	88	90	0	0	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	2723	2723	2721	2721	1	SRMc	79	0	0	90	79	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	2793	2793	2791	2791	1	SRMc	83	0	0	90	83	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	2850	2850	2848	2848	1	SRMc	85	85	90	0	0	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	2989	2989	2987	2987	1	SRMc	81	90	0	81	0	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	3110	3110	3108	3108	1	SRMc	55	80	90	0	55	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	3200	3200	3198	3198	1	SRMc	79	79	90	0	0	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	3314	3314	3312	3312	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	3322	3322	3320	3320	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	3434	3434	3432	3432	1	SRMc	76	0	0	90	76	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	3480	3480	3478	3478	1	SRMc	73	0	0	90	73	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	3727	3727	3725	3725	1	SRMc	85	90	85	0	0	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	3840	3840	3838	3838	1	SRMc	89	0	0	90	89	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	3958	3958	3956	3956	1	SRMc	77	0	0	90	77	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	4065	4065	4063	4063	1	SRMc	83	83	90	0	0	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	4222	4222	4220	4220	1	SRMc	75	0	0	90	75	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	4379	4379	4375	4375	1	SRMc	87	90	0	0	0	87	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	4380	4380	4376	4376	1	WRMc	84	90	0	0	0	84	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	4572	4572	4567	4567	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	4614	4614	4609	4609	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	4677	4677	4672	4672	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	4784	4784	4779	4779	1	SRMc	89	89	90	0	0	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	4837	4837	4832	4832	1	SRMc	82	0	0	90	82	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	4905	4905	4900	4900	1	SRMc	80	0	0	90	80	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	5013	5013	5008	5008	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	5048	5048	5034	5034	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	5056	5056	5042	5042	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	5060	5060	5046	5046	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	5065	5065	5051	5051	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	5116	5116	5102	5102	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	5117	5117	5103	5103	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	5132	5132	5118	5118	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	5142	5142	5128	5128	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	5145	5145	5131	5131	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	5228	5228	5214	5214	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	5248	5248	5234	5234	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	5257	5257	5243	5243	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	5362	5362	5348	5348	1	SRMc	76	0	0	90	76	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	5397	5397	5383	5383	1	SRMc	54	0	54	90	80	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	5596	5596	5582	5582	1	SRMc	82	0	0	90	82	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	5727	5727	5713	5713	1	SRMc	83	83	90	0	0	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	5824	5824	5810	5810	1	SRMc	80	80	90	0	0	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	5938	5938	5924	5924	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	6090	6090	6076	6076	1	SRMc	23	83	90	23	0	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	6346	6346	6331	6331	1	SRMc	78	0	0	90	78	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	6471	6471	6456	6456	1	SRMc	36	75	90	0	0	36	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	6529	6529	6514	6514	1	SRMc	83	0	0	90	83	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	6639	6639	6624	6624	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	6647	6647	6632	6632	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	6659	6659	6644	6644	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	6871	6871	6856	6856	1	SRMc	80	0	0	90	80	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	7014	7014	6999	6999	1	SRMc	83	0	0	90	83	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	7025	7025	7010	7010	1	IUPc							Strain 'teu1': M
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	7025	7025	7010	7010	1	STMS							Solved vote:  / txt (4) C 30  is in  
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	7025	7025	7010	7010	1	UNSc							high
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	7030	7030	-1	-1	1	WRMc	83	0	0	0	83	89	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	7031	7031	7015	7015	1	SRMc	87	0	0	0	90	87	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	7221	7221	7204	7204	1	SRMc	82	82	90	0	84	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	7354	7354	7337	7337	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	7390	7390	7373	7373	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	7399	7399	7382	7382	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	7400	7400	7383	7383	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	7466	7466	7449	7449	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	7472	7472	7455	7455	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	7476	7476	7459	7459	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	7479	7479	7462	7462	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	7522	7522	7505	7505	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	7530	7530	7513	7513	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	7533	7533	7516	7516	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	7552	7552	7535	7535	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	7584	7584	7567	7567	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	7630	7630	7613	7613	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	7631	7631	7614	7614	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	7633	7633	7616	7616	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	7635	7635	7618	7618	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	7637	7637	7620	7620	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	7638	7638	7621	7621	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	7646	7646	7629	7629	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	7680	7680	7663	7663	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	7800	7800	7782	7782	1	SROc							high
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	7801	7801	7783	7783	1	SROc							high
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	7802	7802	-1	-1	1	WRMc	82	87	0	0	0	82	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	7803	7803	-1	-1	1	WRMc	82	87	0	0	0	82	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	7804	7804	7784	7784	1	SROc							high
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	7805	7805	7785	7785	1	SROc							high
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	7806	7806	7786	7786	1	SROc							high
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	7807	7807	7787	7787	1	SROc							high
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	7808	7808	-1	-1	1	SRMc	81	0	87	81	0	82	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	7970	7970	7949	7949	1	SRMc	75	0	0	90	75	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	8072	8072	8051	8051	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	8088	8088	8067	8067	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	8104	8104	8083	8083	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	8236	8236	8215	8215	1	SRMc	83	83	90	0	0	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	8439	8439	8418	8418	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	8443	8443	8422	8422	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	8444	8444	8423	8423	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	8503	8503	8482	8482	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	8538	8538	8517	8517	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	8568	8568	8547	8547	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	8684	8684	8663	8663	1	SRMc	86	86	0	90	0	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	8736	8736	8715	8715	1	SRMc	90	0	90	0	90	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	8907	8907	8886	8886	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	9014	9014	8993	8993	1	SRMc	90	90	0	90	0	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	9178	9178	9157	9157	1	SRMc	81	81	90	0	0	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	9296	9296	9275	9275	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	9316	9316	9295	9295	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	9356	9356	9335	9335	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	9362	9362	9341	9341	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	9518	9518	9497	9497	1	SRMc	90	0	0	90	90	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	9534	9534	9513	9513	1	SRMc	85	85	90	0	0	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	9639	9639	9618	9618	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	9640	9640	9619	9619	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	9669	9669	9648	9648	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	9676	9676	9655	9655	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	9863	9863	9842	9842	1	SRMc	33	87	90	0	33	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	9873	9873	9852	9852	1	SRMc	88	0	0	90	88	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	9920	9920	9899	9899	1	SRMc	84	0	0	90	84	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	10001	10001	9980	9980	1	SRMc	30	30	90	0	81	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	10176	10176	10155	10155	1	SRMc	88	88	90	0	0	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	10283	10283	10262	10262	1	SRMc	81	0	0	90	81	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	10330	10330	10309	10309	1	SRMc	81	0	0	90	81	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	10432	10432	10410	10410	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	10437	10437	10415	10415	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	10516	10516	10494	10494	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	10521	10521	10499	10499	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	10562	10562	10540	10540	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	10606	10606	10584	10584	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	10660	10660	10638	10638	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	10679	10679	10657	10657	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	10740	10740	10716	10716	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	10945	10945	10921	10921	1	SRMc	25	33	90	25	78	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	11017	11017	10993	10993	1	SRMc	84	0	0	90	84	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	11168	11168	11144	11144	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	11208	11208	11184	11184	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	11217	11217	11193	11193	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	11225	11225	11201	11201	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	11247	11247	11223	11223	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	11263	11263	11239	11239	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	11269	11269	11245	11245	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	11271	11271	11247	11247	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	11278	11278	11254	11254	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	11284	11284	11260	11260	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	11387	11387	11363	11363	1	SRMc	87	0	0	90	87	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	11410	11410	11386	11386	1	SRMc	76	76	90	0	0	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	11583	11583	11559	11559	1	SRMc	30	82	90	0	0	30	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	11710	11710	11686	11686	1	SRMc	85	0	0	90	85	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	11827	11827	11803	11803	1	SRMc	27	84	89	27	0	37	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	11868	11868	11843	11843	1	WRMc	79	90	0	0	0	79	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	11983	11983	11958	11958	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	11984	11984	11959	11959	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	12102	12102	12077	12077	1	SRMc	85	0	0	90	85	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	12129	12129	12104	12104	1	SRMc	86	0	0	90	86	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	12231	12231	12206	12206	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	12292	12292	12267	12267	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	12441	12441	12416	12416	1	SRMc	79	0	0	90	79	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	12542	12542	12517	12517	1	SRMc	90	90	90	0	0	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	12714	12714	12689	12689	1	SRMc	71	71	90	0	0	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	12735	12735	12710	12710	1	SRMc	83	83	90	0	0	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	12870	12870	12845	12845	1	SRMc	29	29	90	76	0	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13010	13010	12985	12985	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13012	13012	12987	12987	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13032	13032	13007	13007	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13033	13033	13008	13008	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13046	13046	13021	13021	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13051	13051	13026	13026	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13055	13055	13030	13030	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13059	13059	13034	13034	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13153	13153	13128	13128	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13165	13165	13140	13140	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13179	13179	13153	13153	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13188	13188	13162	13162	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13302	13302	-1	-1	1	WRMc	86	86	0	0	0	88	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13303	13303	13275	13275	1	SRMc	82	90	0	0	0	82	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13376	13376	13348	13348	1	SRMc	81	0	0	88	81	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13494	13494	13466	13466	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13604	13604	13576	13576	1	SRMc	81	0	0	90	81	0	
