#
# conName	fromPadded	toPadded	fromUnPadded	toUnPadded	len	type	SNPqual	qualA	qualC	qualG	qualT	qual*	comment
#
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	0	4	0	4	5	MIRA							Assembled with MIRA
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	2916	2916	2916	2916	1	SRMc	83	0	83	0	85	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	3328	3328	3328	3328	1	IUPc							Strain 'thy1': W
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	3328	3328	3328	3328	1	STMS							Solved vote:  / txt (4) T 30  is in  
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	3328	3328	3328	3328	1	UNSc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	3381	3381	-1	-1	1	SROc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	3383	3383	3382	3382	1	SROc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	3395	3395	3394	3394	1	SROc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	3405	3405	3404	3404	1	SROc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	3415	3415	3414	3414	1	SROc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	3416	3416	3415	3415	1	SROc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	3417	3417	3416	3416	1	IUPc							Strain 'thy1': S
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	3417	3417	3416	3416	1	STMS							Solved vote:  / txt (4) C 30  is in  
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	3417	3417	3416	3416	1	UNSc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	3418	3418	3417	3417	1	SROc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	3423	3423	3422	3422	1	SROc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	3429	3429	3428	3428	1	SROc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	3434	3434	3433	3433	1	SROc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	3440	3440	3439	3439	1	SROc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	3456	3456	3455	3455	1	SROc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	3497	3497	3496	3496	1	SROc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	3555	3555	3553	3553	1	SRMc	85	0	0	90	85	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	3597	3597	3595	3595	1	SRMc	40	40	90	0	87	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	3598	3598	3596	3596	1	SRMc	88	90	0	0	88	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	3627	3627	3625	3625	1	SRMc	73	90	0	0	0	73	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	3630	3630	3628	3628	1	SRMc	90	90	0	90	0	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	3786	3786	-1	-1	1	SRMc	89	89	0	0	0	90	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	3787	3787	3784	3784	1	SRMc	86	90	0	0	0	86	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	3797	3797	3794	3794	1	SRMc	87	90	0	0	90	87	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	3895	3895	3891	3891	1	SRMc	90	0	90	0	90	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	3905	3905	3901	3901	1	SRMc	82	0	0	0	90	82	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	3906	3906	3902	3902	1	SRMc	66	88	0	0	90	66	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	3908	3908	3903	3903	1	SRMc	83	90	0	0	84	83	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	3966	3966	3961	3961	1	SROc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	3968	3968	3963	3963	1	SROc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	3975	3975	3970	3970	1	SROc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	3978	3978	3973	3973	1	SROc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	3985	3985	-1	-1	1	SROc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	3989	3989	3983	3983	1	SROc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	3997	3997	3991	3991	1	IUPc							Strain 'thy1': S
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	3997	3997	3991	3991	1	STMS							Solved vote:  / txt (4) G 30  is in  
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	3997	3997	3991	3991	1	UNSc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	4007	4007	4001	4001	1	IUPc							Strain 'thy1': R
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	4007	4007	4001	4001	1	STMS							Solved vote:  / txt (4) A 30  is in  
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	4007	4007	4001	4001	1	UNSc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	4148	4148	4142	4142	1	ESDN							
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	4275	4275	4269	4269	1	ESDN							
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	4593	4593	4587	4587	1	SRMc	81	0	81	0	89	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	4609	4609	4603	4603	1	IUPc							Strain 'thy1': Y
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	4609	4609	4603	4603	1	STMS							Solved vote:  / txt (4) T 30  is in  
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	4609	4609	4603	4603	1	UNSc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	4802	4802	4796	4796	1	IUPc							Strain 'thy1': Y
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	4802	4802	4796	4796	1	STMS							Solved vote:  / txt (4) T 30  is in  
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	4802	4802	4796	4796	1	UNSc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	4806	4806	4800	4800	1	ESDN							
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	4843	4843	4837	4837	1	ESDN							
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	6069	6069	6063	6063	1	ESDN							
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	6173	6173	6167	6167	1	SRMc	84	89	0	0	84	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	6378	6378	6372	6372	1	ESDN							
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	6549	6549	6543	6543	1	IUPc							Strain 'thy1': K
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	6549	6549	6543	6543	1	STMS							Solved vote:  / txt (4) G 30  is in  
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	6549	6549	6543	6543	1	UNSc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	6550	6550	6544	6544	1	IUPc							Strain 'thy1': Y
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	6550	6550	6544	6544	1	STMS							Solved vote:  / txt (4) C 30  is in  
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	6550	6550	6544	6544	1	UNSc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	6552	6552	6546	6546	1	IUPc							Strain 'thy1': W
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	6552	6552	6546	6546	1	STMS							Solved vote:  / txt (4) T 30  is in  
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	6552	6552	6546	6546	1	UNSc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	6554	6554	6548	6548	1	IUPc							Strain 'thy1': W
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	6554	6554	6548	6548	1	STMS							Solved vote:  / txt (4) T 30  is in  
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	6554	6554	6548	6548	1	UNSc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	6556	6556	6550	6550	1	IUPc							Strain 'thy1': K
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	6556	6556	6550	6550	1	STMS							Solved vote:  / txt (4) G 30  is in  
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	6556	6556	6550	6550	1	UNSc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	6624	6624	-1	-1	1	SRMc	90	90	0	0	0	90	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	6683	6683	6676	6676	1	SRMc	90	90	0	90	0	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	6800	6800	6793	6793	1	ESDN							
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	6815	6815	6808	6808	1	ESDN							
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	6827	6827	6820	6820	1	ESDN							
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	7108	7108	7101	7101	1	IUPc							Strain 'thy1': Y
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	7108	7108	7101	7101	1	STMS							Solved vote:  / txt (4) T 30  is in  
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	7108	7108	7101	7101	1	UNSc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	7698	7698	7691	7691	1	ESDN							
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	7888	7888	7881	7881	1	IUPc							Strain 'thy1': Y
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	7888	7888	7881	7881	1	STMS							Solved vote:  / txt (4) T 30  is in  
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	7888	7888	7881	7881	1	UNSc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	7962	7962	7955	7955	1	SRMc	86	86	87	0	0	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	8145	8145	8138	8138	1	SRMc	87	88	87	0	0	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	8319	8319	8312	8312	1	SRMc	84	88	0	84	0	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	8442	8442	8435	8435	1	ESDN							
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	8677	8677	8670	8670	1	ESDN							
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	9056	9056	9049	9049	1	ESDN							
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	9282	9282	9275	9275	1	IUPc							Strain 'thy1': W
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	9282	9282	9275	9275	1	STMS							Solved vote:  / txt (4) A 30  is in  
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	9282	9282	9275	9275	1	UNSc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	9289	9289	9282	9282	1	SRMc	83	86	0	83	0	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	9307	9307	9300	9300	1	SRMc	86	89	86	0	0	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	9314	9314	9307	9307	1	SRMc	86	86	0	0	86	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	9319	9319	9312	9312	1	SRMc	85	88	0	0	85	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	9365	9365	9358	9358	1	IUPc							Strain 'thy1': Y
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	9365	9365	9358	9358	1	STMS							Solved vote:  / txt (4) T 30  is in  
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	9365	9365	9358	9358	1	UNSc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	9424	9424	9415	9415	1	ESDN							
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	9434	9434	9425	9425	1	ESDN							
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	9444	9444	9435	9435	1	ESDN							
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	9445	9445	9436	9436	1	ESDN							
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	9454	9454	9445	9445	1	ESDN							
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	9473	9473	9464	9464	1	ESDN							
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	9478	9478	9469	9469	1	ESDN							
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	9481	9481	9472	9472	1	ESDN							
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	9483	9483	9474	9474	1	ESDN							
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	9484	9484	9475	9475	1	ESDN							
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	9487	9487	9478	9478	1	ESDN							
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	9489	9489	9480	9480	1	ESDN							
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	9492	9492	9483	9483	1	ESDN							
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	9495	9495	9486	9486	1	ESDN							
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	9497	9497	9488	9488	1	ESDN							
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	9613	9613	9603	9603	1	SRMc	35	35	90	0	90	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	9690	9690	9680	9680	1	SRMc	82	0	82	0	90	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	9738	9738	9728	9728	1	SRMc	90	0	90	0	90	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	9887	9887	-1	-1	1	SRMc	90	0	0	0	90	90	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	9896	9896	9885	9885	1	SRMc	86	0	86	0	90	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	9902	9902	9891	9891	1	SRMc	90	0	90	0	90	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	9939	9939	9928	9928	1	SRMc	90	90	0	90	0	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	10073	10073	10062	10062	1	SRMc	89	89	0	90	0	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	10088	10088	10077	10077	1	SRMc	88	0	90	0	88	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	10096	10096	10085	10085	1	SRMc	83	0	83	0	90	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	10130	10130	10119	10119	1	SRMc	77	77	0	90	0	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	10223	10223	-1	-1	1	SRMc	90	0	0	0	90	90	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	10324	10324	10312	10312	1	SRMc	88	0	88	0	90	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	10442	10442	10430	10430	1	SRMc	71	0	90	0	90	71	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	10528	10528	10516	10516	1	SRMc	84	84	0	90	0	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	10554	10554	10542	10542	1	SRMc	90	0	90	0	90	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	10741	10741	10729	10729	1	SRMc	87	0	87	0	90	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	10747	10747	10735	10735	1	SROc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	10797	10797	10785	10785	1	SRMc	90	90	0	90	0	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	10905	10905	10892	10892	1	ESDN							
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	10935	10935	10922	10922	1	ESDN							
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	10946	10946	10933	10933	1	ESDN							
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	10962	10962	10949	10949	1	ESDN							
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	10972	10972	10959	10959	1	ESDN							
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	10974	10974	10961	10961	1	ESDN							
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	11075	11075	11062	11062	1	SRMc	82	0	82	0	90	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	11120	11120	11107	11107	1	SRMc	81	0	90	81	89	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	11174	11174	11161	11161	1	SRMc	90	0	90	0	90	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	11231	11231	11218	11218	1	SRMc	83	0	83	0	90	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	11263	11263	11250	11250	1	SRMc	90	90	0	0	90	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	11382	11382	11369	11369	1	ESDN							
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	11486	11486	11473	11473	1	SRMc	90	0	90	0	90	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	11579	11579	11566	11566	1	IUPc							Strain 'thy1': Y
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	11579	11579	11566	11566	1	STMS							Solved vote:  / txt (4) T 30  is in  
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	11579	11579	11566	11566	1	UNSc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	11893	11893	11880	11880	1	SRMc	84	0	89	0	84	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	11914	11914	11901	11901	1	SRMc	87	90	0	87	0	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	12038	12038	12024	12024	1	WRMc	84	0	0	90	0	84	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	12045	12045	12031	12031	1	SROc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	12126	12126	12111	12111	1	SRMc	80	86	0	90	0	80	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	12143	12143	12128	12128	1	SRMc	82	82	0	0	90	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	12214	12214	12199	12199	1	SRMc	90	0	90	0	90	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	12246	12246	12231	12231	1	IUPc							Strain 'thy1': Y
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	12246	12246	12231	12231	1	STMS							Solved vote:  / txt (4) T 30  is in  
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	12246	12246	12231	12231	1	UNSc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	12295	12295	12280	12280	1	SROc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	12296	12296	12281	12281	1	SROc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	12297	12297	12282	12282	1	SROc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	12298	12298	12283	12283	1	SROc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	12299	12299	12284	12284	1	SROc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	12300	12300	12285	12285	1	SROc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	12301	12301	12286	12286	1	SROc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	12302	12302	12287	12287	1	SROc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	12303	12303	12288	12288	1	SROc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	12304	12304	12289	12289	1	SROc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	12305	12305	12290	12290	1	SROc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	12306	12306	12291	12291	1	SROc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	12307	12307	12292	12292	1	SROc							high
